DateKey,PlantKey,GrossGenerationMWh,NetGenerationMWh,EnergyExportedMWh,AvailabilityPct,CapacityFactorPct,CurtailmentPct,PlannedDowntimeHours,ForcedDowntimeHours,Scope1EmissionsTonnesCO2e,CO2AvoidedTonnes,IsSynthetic
20240327,1,356.337,342.871,341.156,95.939,23.448,2.314,0.141,0.0,0.0,255.867,1
20240328,1,325.813,315.427,313.85,96.699,21.271,1.713,0.0,0.0,0.0,235.388,1
20240329,1,345.993,338.115,336.425,97.993,22.29,0.789,0.0,0.0,0.0,252.318,1
20240330,1,305.048,295.485,294.007,99.101,19.433,1.66,0.0,0.0,0.0,220.505,1
20240331,1,350.599,340.909,339.204,98.023,22.58,1.283,0.0,0.0,0.0,254.403,1
20240401,1,366.25,356.54,354.757,99.114,23.328,1.169,0.0,0.0,0.0,266.068,1
20240402,1,362.317,356.882,355.098,96.25,23.765,0.0,0.0,0.0,0.0,266.323,1
20240403,1,339.187,333.947,332.278,97.06,22.062,0.045,0.0,0.0,0.0,249.208,1
20240404,1,368.497,355.917,354.138,96.889,24.011,1.943,0.0,0.0,0.0,265.603,1
20240405,1,353.104,332.792,331.128,99.096,22.495,4.317,0.0,0.0,0.0,248.346,1
20240406,1,377.066,367.207,365.371,99.65,23.888,1.132,0.0,0.0,0.0,274.028,1
20240407,1,351.707,339.507,337.809,96.331,23.049,1.999,0.0,0.0,0.0,253.357,1
20240408,1,405.127,395.74,393.761,98.05,26.085,0.83,0.0,0.0,0.0,295.321,1
20240409,1,387.566,370.924,369.069,94.753,25.823,2.837,0.0,0.0,0.0,276.802,1
20240410,1,394.303,386.261,384.33,96.421,25.817,0.548,0.0,0.0,0.0,288.247,1
20240411,1,459.167,452.279,450.018,98.152,29.533,0.0,0.0,0.0,0.0,337.513,1
20240412,1,358.095,345.662,343.934,97.649,23.151,2.002,0.417,0.0,0.0,257.95,1
20240413,1,349.081,343.381,341.664,98.847,22.295,0.135,0.0,0.0,0.0,256.248,1
20240414,1,419.381,400.921,398.916,97.213,27.235,2.946,0.0,0.0,0.0,299.187,1
20240415,1,378.724,372.779,370.916,97.887,24.425,0.071,0.0,0.0,0.0,278.187,1
20240416,1,359.329,351.98,350.22,98.179,23.106,0.553,0.0,0.0,0.0,262.665,1
20240417,1,402.513,395.649,393.671,93.909,27.059,0.209,0.0,0.0,0.0,295.253,1
20240418,1,384.404,373.17,371.304,97.231,24.959,1.444,0.0,0.0,0.0,278.478,1
20240419,1,343.047,331.59,329.932,98.56,21.973,1.868,0.0,0.0,0.0,247.449,1
20240420,1,399.913,392.749,390.785,100.0,25.247,0.296,0.0,0.0,0.0,293.089,1
20240421,1,334.211,328.759,327.115,95.633,22.063,0.133,0.0,0.0,0.0,245.336,1
20240422,1,380.473,366.22,364.389,98.001,24.51,2.28,0.0,0.0,0.0,273.292,1
20240423,1,409.753,397.853,395.864,97.261,26.597,1.426,0.0,0.0,0.0,296.898,1
20240424,1,327.825,318.297,316.705,97.398,21.249,1.428,0.0,0.0,0.0,237.529,1
20240425,1,335.745,325.298,323.671,99.504,21.302,1.636,0.0,0.0,0.0,242.753,1
20240426,1,287.944,277.79,276.401,95.765,18.982,2.057,0.0,0.0,0.0,207.301,1
20240427,1,456.462,435.527,433.349,95.735,30.101,3.133,0.0,0.0,0.0,325.012,1
20240428,1,342.515,335.045,333.369,97.874,22.093,0.691,0.0,0.0,0.0,250.027,1
20240429,1,319.13,307.506,305.968,95.578,21.079,2.175,0.0,0.0,0.0,229.476,1
20240430,1,389.699,373.377,371.51,94.838,25.941,2.729,0.0,0.0,0.0,278.633,1
20240501,1,364.179,352.483,350.721,96.545,23.814,1.738,0.0,0.0,0.0,263.041,1
20240502,1,329.984,325.034,323.409,98.307,21.191,0.0,0.0,0.0,0.0,242.557,1
20240503,1,407.337,395.249,393.273,96.29,26.707,1.49,0.0,0.0,0.0,294.955,1
20240504,1,380.019,372.61,370.747,99.677,24.069,0.456,0.0,0.179,0.0,278.06,1
20240505,1,412.531,406.343,404.311,96.7,26.932,0.0,0.0,0.0,0.0,303.233,1
20240506,1,309.779,305.132,303.607,99.916,19.573,0.0,0.0,0.0,0.0,227.705,1
20240507,1,385.483,372.503,370.641,97.071,25.07,1.895,0.0,0.0,0.0,277.981,1
20240508,1,412.087,400.198,398.197,95.258,27.311,1.406,0.0,0.0,0.0,298.647,1
20240509,1,387.519,381.706,379.797,97.287,25.147,0.0,0.0,0.0,0.0,284.848,1
20240510,1,334.16,325.886,324.257,97.747,21.582,0.991,0.0,0.0,0.0,243.192,1
20240511,1,463.629,450.222,447.971,95.844,30.539,1.413,0.0,0.0,0.0,335.978,1
20240512,1,452.236,444.931,442.706,97.014,29.429,0.117,0.0,0.0,0.0,332.03,1
20240513,1,392.064,379.315,377.419,97.378,25.418,1.778,0.0,0.0,0.0,283.064,1
20240514,1,371.037,364.216,362.395,93.653,25.012,0.343,0.0,0.0,0.0,271.796,1
20240515,1,359.43,348.154,346.413,98.754,22.978,1.662,0.0,0.0,0.0,259.81,1
20240516,1,429.538,414.844,412.77,98.082,27.648,1.95,0.0,0.0,0.0,309.577,1
20240517,1,458.57,448.631,446.388,96.718,29.932,0.678,0.0,0.0,0.0,334.791,1
20240518,1,396.952,388.299,386.357,98.686,25.394,0.69,0.0,0.0,0.0,289.768,1
20240519,1,424.329,416.873,414.788,97.131,27.58,0.261,0.0,0.0,0.0,311.091,1
20240520,1,313.231,300.71,299.206,96.055,20.587,2.536,0.0,0.0,0.0,224.405,1
20240521,1,398.446,392.356,390.394,95.954,26.215,0.029,0.0,0.0,0.0,292.796,1
20240522,1,381.417,371.249,369.393,98.338,24.486,1.184,0.0,0.0,0.0,277.045,1
20240523,1,439.21,432.622,430.458,95.947,28.899,0.0,0.117,0.0,0.0,322.844,1
20240524,1,444.297,426.457,424.325,96.974,28.924,2.554,0.0,0.0,0.0,318.243,1
20240525,1,316.001,306.471,304.938,95.255,20.943,1.539,0.0,0.0,0.0,228.704,1
20240526,1,444.268,432.047,429.886,95.79,29.28,1.27,0.0,0.0,0.0,322.415,1
20240527,1,442.735,426.637,424.504,97.218,28.75,2.168,0.0,0.291,0.0,318.378,1
20240528,1,341.293,336.173,334.492,94.129,22.89,0.0,0.0,0.0,0.0,250.869,1
20240529,1,344.661,333.314,331.647,97.649,22.283,1.82,0.0,0.0,0.0,248.735,1
20240530,1,402.31,396.275,394.294,96.16,26.413,0.0,0.0,0.0,0.0,295.72,1
20240531,1,524.642,505.269,502.743,100.0,33.121,2.226,0.0,0.0,0.0,377.057,1
20240601,1,455.707,439.499,437.301,98.164,29.307,2.088,0.0,0.0,0.0,327.976,1
20240602,1,455.792,448.955,446.711,98.011,29.359,0.0,0.0,0.0,0.0,335.033,1
20240603,1,511.724,489.831,487.381,100.0,32.306,2.821,0.0,0.0,0.0,365.536,1
20240604,1,429.772,417.938,415.849,97.804,27.741,1.272,0.0,0.0,0.0,311.886,1
20240605,1,372.579,362.536,360.724,97.423,24.144,1.214,0.719,0.0,0.0,270.543,1
20240606,1,440.49,429.462,427.315,97.566,28.502,1.019,0.0,0.0,0.0,320.486,1
20240607,1,390.51,384.652,382.729,95.625,25.781,0.0,0.0,0.0,0.0,287.047,1
20240608,1,432.254,420.462,418.36,98.994,27.566,1.247,0.0,0.0,0.0,313.77,1
20240609,1,388.677,372.338,370.477,95.874,25.594,2.745,0.0,0.0,0.0,277.857,1
20240610,1,479.059,464.98,462.655,97.302,31.082,1.461,0.0,0.0,0.0,346.991,1
20240611,1,420.633,412.474,410.412,96.633,27.48,0.446,0.0,0.0,0.0,307.809,1
20240612,1,444.581,437.913,435.723,96.897,28.966,0.0,0.0,0.0,0.0,326.792,1
20240613,1,422.733,416.392,414.31,99.657,26.78,0.0,0.0,0.0,0.0,310.732,1
20240614,1,333.204,324.731,323.107,94.707,22.211,1.059,0.0,0.0,0.0,242.331,1
20240615,1,468.567,461.538,459.231,93.491,31.641,0.0,0.0,0.0,0.0,344.423,1
20240616,1,414.918,396.789,394.805,96.371,27.181,2.913,0.0,0.0,0.0,296.104,1
20240617,1,514.542,490.077,487.626,96.996,33.49,3.304,0.0,0.0,0.0,365.72,1
20240618,1,434.287,418.27,416.179,97.697,28.064,2.222,0.0,0.0,0.0,312.134,1
20240619,1,413.124,397.607,395.619,98.953,26.357,2.29,0.0,0.0,0.0,296.715,1
20240620,1,441.807,427.739,425.6,97.918,28.485,1.71,0.0,0.0,0.0,319.2,1
20240621,1,357.646,348.301,346.559,98.5,22.923,1.13,0.0,0.0,0.0,259.92,1
20240622,1,438.504,428.852,426.708,96.46,28.699,0.712,0.0,0.0,0.0,320.031,1
20240623,1,413.971,402.56,400.547,97.43,26.824,1.276,0.0,0.0,0.0,300.41,1
20240624,1,346.353,337.487,335.8,94.562,23.123,1.076,0.0,0.0,0.0,251.85,1
20240625,1,441.155,434.537,432.365,97.838,28.466,0.0,0.0,0.0,0.0,324.273,1
20240626,1,394.764,388.843,386.899,97.933,25.448,0.0,0.0,0.0,0.0,290.174,1
20240627,1,361.689,351.824,350.065,96.25,23.723,1.246,0.0,0.0,0.0,262.548,1
20240628,1,435.131,420.998,418.893,99.074,27.727,1.775,0.0,0.0,0.0,314.17,1
20240629,1,376.651,359.478,357.681,98.085,24.243,3.106,0.0,0.0,0.0,268.261,1
20240630,1,425.75,413.979,411.909,100.0,26.878,1.284,0.0,0.0,0.0,308.932,1
20240701,1,390.698,383.093,381.178,96.372,25.594,0.453,0.0,0.0,0.0,285.883,1
20240702,1,495.648,479.254,476.857,99.236,31.532,1.835,0.0,0.0,0.0,357.643,1
20240703,1,489.346,475.532,473.154,94.679,32.629,1.343,0.0,0.0,0.0,354.866,1
20240704,1,417.269,404.037,402.017,97.251,27.087,1.697,0.0,0.0,0.0,301.512,1
20240705,1,434.095,416.473,414.391,97.614,28.075,2.598,0.0,0.0,0.0,310.793,1
20240706,1,519.709,506.31,503.778,97.964,33.492,1.095,0.0,0.0,0.0,377.834,1
20240707,1,492.498,476.432,474.05,98.799,31.47,1.789,0.0,0.0,0.0,355.538,1
20240708,1,499.949,492.45,489.988,97.934,32.228,0.0,0.0,0.0,0.0,367.491,1
20240709,1,435.627,421.485,419.378,92.027,29.884,1.773,0.0,0.0,0.0,314.533,1
20240710,1,388.624,367.898,366.059,96.432,25.442,3.892,0.0,0.0,0.0,274.544,1
20240711,1,447.394,440.683,438.48,98.112,28.788,0.0,0.0,0.0,0.0,328.86,1
20240712,1,439.622,431.688,429.53,97.447,28.481,0.309,0.0,0.0,0.0,322.147,1
20240713,1,486.148,471.828,469.468,97.552,31.461,1.468,0.0,0.0,0.0,352.101,1
20240714,1,464.959,454.755,452.482,96.0,30.576,0.705,0.0,0.0,0.0,339.361,1
20240715,1,384.365,373.014,371.149,98.166,24.719,1.475,0.0,0.0,0.0,278.362,1
20240716,1,480.208,469.046,466.701,98.062,30.915,0.837,0.0,0.0,0.0,350.026,1
20240717,1,428.888,410.72,408.666,98.806,27.403,2.778,0.0,0.0,0.0,306.499,1
20240718,1,442.119,429.578,427.43,98.029,28.473,1.357,0.0,0.0,0.0,320.573,1
20240719,1,480.691,464.197,461.876,97.411,31.153,1.961,0.0,0.0,0.0,346.407,1
20240720,1,446.852,430.873,428.719,98.01,28.783,2.107,0.0,0.0,0.0,321.539,1
20240721,1,452.321,445.536,443.309,95.648,29.855,0.0,0.0,0.0,0.0,332.482,1
20240722,1,391.43,382.491,380.578,95.968,25.75,0.796,0.0,0.0,0.0,285.434,1
20240723,1,473.874,457.714,455.425,98.01,30.524,1.939,0.0,0.0,0.0,341.569,1
20240724,1,348.201,338.882,337.187,96.953,22.673,1.194,0.0,0.0,0.0,252.89,1
20240725,1,498.779,482.542,480.129,99.281,31.716,1.782,0.0,0.0,0.0,360.097,1
20240726,1,419.806,404.549,402.526,97.498,27.183,2.167,0.0,0.0,0.0,301.895,1
20240727,1,465.999,452.939,450.675,96.068,30.623,1.322,0.0,0.0,0.0,338.006,1
20240728,1,403.499,397.234,395.248,96.211,26.477,0.053,0.0,0.0,0.0,296.436,1
20240729,1,452.866,427.631,425.493,95.637,29.894,4.134,0.0,0.0,0.0,319.12,1
20240730,1,389.751,378.753,376.859,99.708,24.678,1.342,0.0,0.0,0.0,282.644,1
20240731,1,460.19,441.689,439.481,97.269,29.868,2.559,0.0,0.0,0.0,329.61,1
20240801,1,412.446,394.339,392.367,97.41,26.731,2.934,0.0,0.0,0.0,294.275,1
20240802,1,436.127,429.585,427.437,97.205,28.325,0.0,0.0,0.0,0.0,320.578,1
20240803,1,401.632,393.645,391.677,97.84,25.915,0.496,0.0,0.0,0.0,293.758,1
20240804,1,505.043,491.128,488.672,97.866,32.579,1.274,0.0,0.0,0.0,366.504,1
20240805,1,441.602,426.349,424.217,96.888,28.775,1.984,0.0,0.0,0.0,318.163,1
20240806,1,422.996,410.75,408.696,96.606,27.643,1.416,0.0,0.0,0.0,306.522,1
20240807,1,417.518,401.515,399.507,99.339,26.534,2.368,0.0,0.0,0.0,299.63,1
20240808,1,501.001,484.487,482.064,99.195,31.885,1.824,0.0,0.0,0.0,361.548,1
20240809,1,393.686,377.061,375.176,98.551,25.219,2.764,0.0,0.0,0.0,281.382,1
20240810,1,484.484,472.867,470.503,99.731,30.669,0.911,0.0,0.0,0.0,352.877,1
20240811,1,441.341,427.667,425.529,97.618,28.542,1.622,0.0,0.0,0.0,319.147,1
20240812,1,395.393,385.649,383.721,98.175,25.426,0.979,0.0,0.0,0.0,287.791,1
20240813,1,434.233,427.72,425.581,100.0,27.414,0.0,0.0,0.0,0.0,319.186,1
20240814,1,394.04,384.24,382.319,97.105,25.618,1.002,0.0,0.0,0.0,286.739,1
20240815,1,490.198,477.029,474.644,97.593,31.71,1.205,0.0,0.0,0.0,355.983,1
20240816,1,489.496,476.284,473.903,94.021,32.868,1.217,0.0,0.0,0.0,355.427,1
20240817,1,465.674,447.514,445.277,98.21,29.935,2.436,0.0,0.0,0.0,333.958,1
20240818,1,446.21,430.563,428.41,98.944,28.471,2.037,0.0,0.0,0.0,321.307,1
20240819,1,435.797,429.26,427.114,97.502,28.217,0.0,0.0,0.0,0.0,320.335,1
20240820,1,377.076,371.354,369.497,96.955,24.553,0.018,0.0,0.0,0.0,277.123,1
20240821,1,402.596,396.557,394.574,100.0,25.416,0.0,0.0,0.04,0.0,295.931,1
20240822,1,346.291,341.097,339.391,97.325,22.463,0.0,0.0,0.0,0.0,254.543,1
20240823,1,396.217,390.273,388.322,97.723,25.597,0.0,0.0,0.0,0.0,291.242,1
20240824,1,457.897,447.328,445.091,96.3,30.018,0.821,0.0,0.0,0.0,333.818,1
20240825,1,446.007,428.733,426.59,98.419,28.609,2.409,0.0,0.0,0.0,319.942,1
20240826,1,419.279,412.99,410.925,98.625,26.839,0.0,0.0,0.0,0.0,308.194,1
20240827,1,394.011,385.708,383.78,99.727,24.942,0.617,0.0,0.0,0.0,287.835,1
20240828,1,440.771,432.661,430.498,97.346,28.585,0.345,0.0,0.0,0.0,322.873,1
20240829,1,395.468,387.148,385.212,100.0,24.966,0.613,0.0,0.0,0.0,288.909,1
20240830,1,409.46,403.318,401.301,96.43,26.807,0.0,0.0,0.0,0.0,300.976,1
20240831,1,320.222,306.749,305.215,95.707,21.123,2.749,0.0,0.0,0.0,228.911,1
20240901,1,442.499,433.647,431.479,98.674,28.311,0.508,0.337,0.0,0.0,323.609,1
20240902,1,446.315,439.62,437.422,98.349,28.649,0.0,0.0,0.0,0.0,328.067,1
20240903,1,423.779,409.556,407.508,97.991,27.302,1.885,0.0,0.0,0.0,305.631,1
20240904,1,453.408,432.225,430.064,99.828,28.674,3.22,0.0,0.0,0.0,322.548,1
20240905,1,400.294,394.29,392.318,99.067,25.509,0.0,0.0,0.0,0.0,294.239,1
20240906,1,398.131,391.203,389.247,95.161,26.413,0.244,0.0,0.0,0.0,291.935,1
20240907,1,421.752,410.633,408.579,96.412,27.617,1.154,0.0,0.0,0.0,306.435,1
20240908,1,481.214,463.782,461.463,96.777,31.392,2.155,0.0,0.0,0.0,346.097,1
20240909,1,393.196,379.574,377.676,97.426,25.479,1.994,0.0,0.0,0.0,283.257,1
20240910,1,441.561,431.676,429.517,98.39,28.332,0.75,0.0,0.0,0.0,322.138,1
20240911,1,420.981,407.881,405.842,96.565,27.523,1.636,0.0,0.0,0.0,304.381,1
20240912,1,407.114,392.366,390.404,99.29,25.885,2.155,0.0,0.0,0.0,292.803,1
20240913,1,411.628,390.84,388.886,97.876,26.551,3.604,0.0,0.0,0.0,291.664,1
20240914,1,441.122,434.506,432.333,97.755,28.488,0.0,0.0,0.0,0.0,324.25,1
20240915,1,421.202,414.884,412.81,98.768,26.923,0.0,0.0,0.0,0.0,309.607,1
20240916,1,365.498,353.041,351.276,97.58,23.647,1.937,0.0,0.0,0.0,263.457,1
20240917,1,431.788,413.915,411.846,97.123,28.067,2.679,0.0,0.0,0.0,308.884,1
20240918,1,288.719,283.279,281.863,96.979,18.795,0.39,0.0,0.0,0.0,211.397,1
20240919,1,420.58,414.272,412.2,98.348,26.998,0.0,0.0,0.203,0.0,309.15,1
20240920,1,441.931,435.302,433.125,96.359,28.954,0.0,0.0,0.0,0.0,324.844,1
20240921,1,413.596,403.109,401.094,98.951,26.388,1.051,0.0,0.0,0.0,300.82,1
20240922,1,414.377,401.94,399.931,94.683,27.629,1.524,0.0,0.0,0.0,299.948,1
20240923,1,422.924,398.03,396.04,100.0,26.7,4.453,0.0,0.0,0.0,297.03,1
20240924,1,381.649,373.789,371.92,96.303,25.019,0.568,0.0,0.0,0.0,278.94,1
20240925,1,362.038,352.795,351.031,100.0,22.856,1.069,0.0,0.0,0.0,263.273,1
20240926,1,385.794,372.155,370.294,98.343,24.766,2.066,0.0,0.0,0.0,277.721,1
20240927,1,469.361,459.049,456.754,98.199,30.175,0.708,0.0,0.0,0.0,342.565,1
20240928,1,377.846,363.862,362.043,96.933,24.609,2.234,0.0,0.0,0.0,271.532,1
20240929,1,376.133,360.507,358.705,98.065,24.214,2.695,0.0,0.0,0.0,269.029,1
20240930,1,414.771,408.549,406.507,95.228,27.497,0.0,0.0,0.0,0.0,304.88,1
20241001,1,387.463,375.737,373.858,98.047,24.948,1.549,0.0,0.0,0.0,280.394,1
20241002,1,450.056,438.861,436.667,99.339,28.602,1.002,0.0,0.0,0.0,327.5,1
20241003,1,316.962,307.201,305.665,97.641,20.494,1.604,0.0,0.0,0.0,229.249,1
20241004,1,343.861,332.76,331.096,96.492,22.498,1.755,0.0,0.0,0.0,248.322,1
20241005,1,317.831,307.145,305.609,100.0,20.065,1.891,0.0,0.0,0.0,229.207,1
20241006,1,332.328,325.695,324.067,99.274,21.134,0.503,0.119,0.0,0.0,243.05,1
20241007,1,406.591,393.22,391.254,97.884,26.224,1.816,0.0,0.0,0.0,293.44,1
20241008,1,370.885,354.941,353.167,100.0,23.414,2.841,0.0,0.0,0.0,264.875,1
20241009,1,352.919,343.337,341.621,100.0,22.28,1.234,0.0,0.0,0.0,256.215,1
20241010,1,365.553,354.966,353.191,97.186,23.746,1.418,0.0,0.0,0.0,264.893,1
20241011,1,343.859,331.607,329.949,98.737,21.986,2.095,0.0,0.0,0.0,247.461,1
20241012,1,357.065,346.488,344.756,96.107,23.455,1.484,0.0,0.0,0.0,258.567,1
