MonthDateKey,PlantKey,CurrencyCode,EnergySoldMWh,AverageTariffPerKWhLocal,RevenueLocalCurrency,FXRateToZAR,RevenueZAR,SettlementCollectionPct,IsSynthetic
20251201,1,USD,9338.518,0.082589,771258.84,18.205298,14040997.08,100.0,1
20240101,2,ZAR,2144.742,1.607255,3447146.86,1.0,3447146.86,99.033,1
20240201,2,ZAR,1933.159,1.60793,3108384.21,1.0,3108384.21,97.209,1
20240301,2,ZAR,2044.793,1.624476,3321717.28,1.0,3321717.28,97.258,1
20240401,2,ZAR,1781.657,1.582695,2819819.67,1.0,2819819.67,100.0,1
20240501,2,ZAR,1664.298,1.54476,2570940.8,1.0,2570940.8,100.0,1
20240601,2,ZAR,1459.754,1.602893,2339829.14,1.0,2339829.14,97.86,1
20240701,2,ZAR,1497.567,1.638231,2453361.38,1.0,2453361.38,97.406,1
20240801,2,ZAR,1511.707,1.571348,2375417.87,1.0,2375417.87,99.27,1
20240901,2,ZAR,1578.141,1.569494,2476883.33,1.0,2476883.33,100.0,1
20241001,2,ZAR,1865.089,1.532932,2859054.79,1.0,2859054.79,100.0,1
20241101,2,ZAR,1978.774,1.501349,2970831.34,1.0,2970831.34,95.031,1
20241201,2,ZAR,2133.733,1.574165,3358847.05,1.0,3358847.05,99.384,1
20250101,2,ZAR,2212.914,1.619363,3583511.14,1.0,3583511.14,100.0,1
20250201,2,ZAR,2043.92,1.578789,3226919.43,1.0,3226919.43,99.098,1
20250301,2,ZAR,2118.124,1.580141,3346935.53,1.0,3346935.53,100.0,1
20250401,2,ZAR,1780.874,1.533646,2731229.82,1.0,2731229.82,97.702,1
20250501,2,ZAR,1744.315,1.599426,2789902.87,1.0,2789902.87,99.763,1
20250601,2,ZAR,1516.288,1.614825,2448539.67,1.0,2448539.67,98.415,1
20250701,2,ZAR,1535.07,1.556834,2389849.79,1.0,2389849.79,99.345,1
20250801,2,ZAR,1485.74,1.538006,2285077.62,1.0,2285077.62,100.0,1
20250901,2,ZAR,1619.88,1.556683,2521639.81,1.0,2521639.81,98.168,1
20251001,2,ZAR,1840.692,1.596128,2937980.2,1.0,2937980.2,97.628,1
20251101,2,ZAR,2029.002,1.536354,3117266.19,1.0,3117266.19,99.883,1
20251201,2,ZAR,2146.558,1.539695,3305045.53,1.0,3305045.53,98.812,1
20240101,3,XOF,313364.12,69.726965,21849929088.73,0.030304,662140251.1,96.221,1
20240201,3,XOF,299116.649,68.23788,20411086000.94,0.030638,625354852.9,98.926,1
20240301,3,XOF,319030.198,71.415684,22783759754.03,0.030329,691008649.58,97.585,1
20240401,3,XOF,306394.582,68.461985,20976381299.79,0.031011,650498560.49,99.258,1
20240501,3,XOF,318000.215,70.814688,22519085914.42,0.030582,688678685.43,99.621,1
20240601,3,XOF,304584.426,70.004734,21322351693.24,0.030499,650310404.29,97.863,1
20240701,3,XOF,318507.156,70.789394,22546928616.65,0.030001,676430405.43,98.399,1
20240801,3,XOF,329152.801,70.632307,23248821808.26,0.0292,678865596.8,97.877,1
20240901,3,XOF,309525.018,69.40433,21482376621.35,0.029361,630744059.98,99.142,1
20241001,3,XOF,321118.256,66.829495,21460170736.76,0.029375,630392515.39,100.0,1
20241101,3,XOF,305485.36,69.626745,21269951154.71,0.029287,622933059.47,95.118,1
20241201,3,XOF,323406.678,69.93254,22616650297.34,0.02916,659501522.67,97.98,1
20250101,3,XOF,314718.256,68.24404,21477645275.04,0.03018,648195334.4,100.0,1
20250201,3,XOF,290685.979,70.863699,20599083631.87,0.030522,628725230.61,98.31,1
20250301,3,XOF,322708.042,69.772885,22516271206.01,0.030871,695099808.4,98.82,1
20250401,3,XOF,306538.805,67.427122,20669029293.17,0.030885,638362969.72,100.0,1
20250501,3,XOF,314864.31,69.758973,21964610742.85,0.031078,682616172.67,100.0,1
20250601,3,XOF,306458.94,68.514804,20996974097.49,0.030223,634591548.15,99.204,1
20250701,3,XOF,316242.628,68.047205,21519426844.68,0.030021,646034713.3,95.042,1
20250801,3,XOF,322103.514,70.957585,22855687581.27,0.029672,678173961.91,98.734,1
20250901,3,XOF,309302.963,68.957819,21328857642.02,0.029619,631739434.5,94.45,1
20251001,3,XOF,323271.625,69.041039,22319008883.82,0.028738,641403677.3,98.828,1
20251101,3,XOF,308534.248,68.195272,21040576975.74,0.029387,618319435.59,98.658,1
20251201,3,XOF,327678.723,68.812229,22548303398.83,0.02969,669459127.91,97.058,1
20240101,4,ZAR,13333.212,1.568024,20906801.53,1.0,20906801.53,95.896,1
20240201,4,ZAR,12202.763,1.58827,19381281.84,1.0,19381281.84,98.618,1
20240301,4,ZAR,12096.305,1.591524,19251563.99,1.0,19251563.99,99.854,1
20240401,4,ZAR,11070.556,1.564553,17320467.34,1.0,17320467.34,95.275,1
20240501,4,ZAR,9882.886,1.564426,15461041.3,1.0,15461041.3,97.126,1
20240601,4,ZAR,9149.395,1.617558,14799678.43,1.0,14799678.43,98.055,1
20240701,4,ZAR,8737.825,1.59896,13971433.99,1.0,13971433.99,100.0,1
20240801,4,ZAR,9053.773,1.548984,14024151.12,1.0,14024151.12,98.591,1
20240901,4,ZAR,9578.206,1.573734,15073547.97,1.0,15073547.97,100.0,1
20241001,4,ZAR,11084.618,1.612319,17871944.65,1.0,17871944.65,97.223,1
20241101,4,ZAR,12067.807,1.553295,18744859.02,1.0,18744859.02,97.943,1
20241201,4,ZAR,13092.62,1.546954,20253682.44,1.0,20253682.44,98.12,1
20250101,4,ZAR,13120.288,1.555832,20412966.15,1.0,20412966.15,98.544,1
20250201,4,ZAR,11673.783,1.568877,18314724.47,1.0,18314724.47,99.884,1
20250301,4,ZAR,12486.862,1.548542,19336434.27,1.0,19336434.27,96.497,1
20250401,4,ZAR,10798.907,1.556987,16813759.89,1.0,16813759.89,97.764,1
20250501,4,ZAR,9912.289,1.618835,16046365.26,1.0,16046365.26,99.514,1
20250601,4,ZAR,9030.511,1.613318,14569083.68,1.0,14569083.68,99.655,1
20250701,4,ZAR,8884.952,1.510471,13420461.04,1.0,13420461.04,97.477,1
20250801,4,ZAR,9141.755,1.525369,13944545.84,1.0,13944545.84,100.0,1
20250901,4,ZAR,9672.193,1.598918,15465048.31,1.0,15465048.31,98.978,1
20251001,4,ZAR,11108.885,1.554613,17270021.78,1.0,17270021.78,97.953,1
20251101,4,ZAR,12223.058,1.545449,18890115.26,1.0,18890115.26,99.28,1
20251201,4,ZAR,13542.297,1.575761,21339416.99,1.0,21339416.99,99.333,1
20240101,5,USD,3766.486,0.095795,360811.77,18.608883,6714304.04,99.491,1
20240201,5,USD,3487.973,0.095981,334780.72,18.805865,6295841.01,99.823,1
20240301,5,USD,3595.703,0.096406,346645.6,19.106789,6623284.3,97.883,1
20240401,5,USD,2998.119,0.09593,287608.32,19.154659,5509039.34,98.871,1
20240501,5,USD,2797.38,0.094638,264738.47,19.321736,5115206.85,98.479,1
20240601,5,USD,2510.981,0.096913,243346.7,18.739202,4560123.01,99.149,1
20240701,5,USD,2550.918,0.096768,246847.66,18.437371,4551221.95,98.548,1
20240801,5,USD,2752.996,0.097185,267548.98,18.384912,4918864.46,99.428,1
20240901,5,USD,2800.17,0.093468,261726.8,17.816405,4663030.72,98.07,1
20241001,5,USD,3127.618,0.093386,292074.36,17.976607,5250506.04,97.205,1
20241101,5,USD,3388.272,0.100091,339136.62,18.009664,6107736.64,100.0,1
20241201,5,USD,3683.512,0.097196,358021.82,18.154595,6499741.2,99.039,1
20250101,5,USD,3835.287,0.09397,360402.36,18.546035,6684034.84,97.17,1
20250201,5,USD,3366.254,0.094601,318452.42,18.738172,5967216.15,97.636,1
20250301,5,USD,3640.986,0.096356,350832.03,18.949235,6647998.49,98.682,1
20250401,5,USD,3178.367,0.096627,307115.93,18.710328,5746239.86,98.791,1
20250501,5,USD,2956.16,0.091788,271339.36,18.9123,5131651.44,98.293,1
20250601,5,USD,2558.106,0.095736,244903.77,18.819065,4608859.96,98.83,1
20250701,5,USD,2600.28,0.093946,244286.43,18.395892,4493866.77,97.912,1
20250801,5,USD,2659.323,0.093736,249275.33,18.228535,4543924.1,96.496,1
20250901,5,USD,2783.03,0.094945,264234.1,18.339733,4845982.8,99.435,1
20251001,5,USD,3245.169,0.094096,305357.73,17.883021,5460718.71,97.01,1
20251101,5,USD,3321.9,0.096889,321856.54,18.173604,5849293.38,100.0,1
20251201,5,USD,3721.755,0.094163,350451.98,18.205298,6380082.68,97.375,1
20240101,6,ZAR,10082.173,1.567945,15808288.68,1.0,15808288.68,98.837,1
20240201,6,ZAR,9156.554,1.558364,14269240.33,1.0,14269240.33,96.616,1
20240301,6,ZAR,9395.191,1.602713,15057793.71,1.0,15057793.71,98.791,1
20240401,6,ZAR,8247.808,1.621211,13371438.52,1.0,13371438.52,98.551,1
20240501,6,ZAR,7491.412,1.618804,12127127.36,1.0,12127127.36,98.228,1
20240601,6,ZAR,6674.225,1.553495,10368377.32,1.0,10368377.32,97.9,1
20240701,6,ZAR,6819.439,1.629873,11114819.75,1.0,11114819.75,98.275,1
20240801,6,ZAR,7037.839,1.622241,11417071.04,1.0,11417071.04,97.946,1
20240901,6,ZAR,7419.699,1.528954,11344378.58,1.0,11344378.58,99.339,1
20241001,6,ZAR,8581.745,1.552328,13321681.93,1.0,13321681.93,98.864,1
20241101,6,ZAR,9031.093,1.578822,14258486.02,1.0,14258486.02,98.723,1
20241201,6,ZAR,10113.049,1.624348,16427107.0,1.0,16427107.0,98.803,1
20250101,6,ZAR,10053.927,1.576261,15847608.3,1.0,15847608.3,98.074,1
20250201,6,ZAR,8937.403,1.589417,14205261.63,1.0,14205261.63,99.035,1
20250301,6,ZAR,9283.38,1.559874,14480906.52,1.0,14480906.52,99.631,1
20250401,6,ZAR,7974.961,1.566064,12489301.37,1.0,12489301.37,99.196,1
20250501,6,ZAR,7597.149,1.530793,11629660.74,1.0,11629660.74,99.596,1
20250601,6,ZAR,6894.035,1.549917,10685182.78,1.0,10685182.78,99.31,1
20250701,6,ZAR,6671.696,1.612783,10759998.26,1.0,10759998.26,98.992,1
20250801,6,ZAR,6997.662,1.608749,11257483.7,1.0,11257483.7,97.206,1
20250901,6,ZAR,7353.597,1.569899,11544402.67,1.0,11544402.67,97.723,1
20251001,6,ZAR,8279.281,1.551718,12847106.77,1.0,12847106.77,96.606,1
20251101,6,ZAR,8922.927,1.575033,14053900.29,1.0,14053900.29,99.629,1
20251201,6,ZAR,9892.191,1.612324,15949414.49,1.0,15949414.49,97.232,1
20240101,7,XAF,24726.823,87.035596,2152113777.36,0.030005,64574173.89,97.611,1
20240201,7,XAF,22428.82,86.456715,1939122088.4,0.030647,59428274.64,98.144,1
20240301,7,XAF,24189.842,87.913417,2126611677.2,0.030928,65771845.95,98.152,1
20240401,7,XAF,23158.101,85.431245,1978425407.0,0.030416,60175787.18,99.663,1
20240501,7,XAF,24391.626,88.191655,2151137870.48,0.030488,65583891.4,98.972,1
20240601,7,XAF,23586.113,88.671833,2091423864.03,0.030432,63646211.03,99.24,1
20240701,7,XAF,24538.747,88.148567,2163055376.87,0.029916,64709964.65,97.5,1
20240801,7,XAF,24534.186,90.54202,2221374762.3,0.029364,65228448.52,99.266,1
20240901,7,XAF,24003.358,86.300996,2071513714.01,0.028739,59533232.63,97.44,1
20241001,7,XAF,24832.102,91.376235,2269063996.52,0.028731,65192477.68,98.305,1
20241101,7,XAF,23574.406,86.687965,2043617280.51,0.028919,59099368.14,97.864,1
20241201,7,XAF,24538.819,88.671465,2175893021.57,0.029744,64719762.03,97.929,1
20250101,7,XAF,24175.006,88.113166,2130136327.17,0.029823,63527055.69,100.0,1
20250201,7,XAF,21856.894,85.117338,1860400627.99,0.030933,57547772.63,98.013,1
20250301,7,XAF,25025.71,87.986556,2201926036.23,0.031129,68543755.58,96.383,1
20250401,7,XAF,23683.494,88.787563,2102799720.8,0.031337,65895434.85,99.574,1
20250501,7,XAF,24409.719,85.438528,2085530469.93,0.030887,64415779.62,98.402,1
20250601,7,XAF,23927.785,88.20062,2110445472.29,0.030955,65328839.59,99.19,1
20250701,7,XAF,24025.064,92.569671,2223992275.88,0.029582,65790139.51,97.61,1
20250801,7,XAF,24086.488,88.823291,2139441143.84,0.029574,63271832.39,98.347,1
20250901,7,XAF,23138.69,87.354738,2021274200.13,0.028946,58507803.0,98.519,1
20251001,7,XAF,24401.55,88.60073,2161995148.78,0.02881,62287080.24,98.512,1
20251101,7,XAF,23786.823,88.362784,2101869907.02,0.029467,61935800.55,98.404,1
20251201,7,XAF,24422.749,86.231944,2106021119.88,0.029276,61655874.31,99.491,1
20240101,8,ZAR,10040.335,1.604791,16112641.77,1.0,16112641.77,99.678,1
20240201,8,ZAR,9360.026,1.593709,14917153.19,1.0,14917153.19,97.569,1
20240301,8,ZAR,9240.544,1.542513,14253656.3,1.0,14253656.3,99.599,1
20240401,8,ZAR,8217.824,1.534629,12611308.64,1.0,12611308.64,97.678,1
20240501,8,ZAR,7718.41,1.639996,12658159.58,1.0,12658159.58,99.109,1
20240601,8,ZAR,6791.322,1.577514,10713407.84,1.0,10713407.84,96.278,1
20240701,8,ZAR,6681.838,1.551392,10366152.68,1.0,10366152.68,99.503,1
20240801,8,ZAR,7140.654,1.52585,10895567.8,1.0,10895567.8,98.983,1
20240901,8,ZAR,7280.898,1.529032,11132725.95,1.0,11132725.95,97.751,1
20241001,8,ZAR,8534.732,1.523015,12998528.75,1.0,12998528.75,98.614,1
20241101,8,ZAR,8937.074,1.519015,13575548.13,1.0,13575548.13,98.399,1
20241201,8,ZAR,9876.531,1.592589,15729256.16,1.0,15729256.16,98.74,1
20250101,8,ZAR,10083.13,1.587119,16003122.81,1.0,16003122.81,98.771,1
20250201,8,ZAR,8860.153,1.569641,13907258.97,1.0,13907258.97,98.418,1
20250301,8,ZAR,9157.56,1.581716,14484659.28,1.0,14484659.28,97.19,1
20250401,8,ZAR,8037.177,1.560047,12538371.82,1.0,12538371.82,100.0,1
20250501,8,ZAR,7330.778,1.587745,11639404.35,1.0,11639404.35,99.999,1
20250601,8,ZAR,6743.154,1.583205,10675792.15,1.0,10675792.15,97.622,1
20250701,8,ZAR,6765.027,1.56292,10573193.12,1.0,10573193.12,96.409,1
20250801,8,ZAR,6935.984,1.615726,11206646.32,1.0,11206646.32,99.575,1
20250901,8,ZAR,7431.977,1.546195,11491282.8,1.0,11491282.8,99.417,1
20251001,8,ZAR,8607.889,1.593715,13718525.8,1.0,13718525.8,98.593,1
20251101,8,ZAR,9124.796,1.587475,14485385.55,1.0,14485385.55,99.184,1
20251201,8,ZAR,10252.11,1.584594,16245436.06,1.0,16245436.06,98.681,1
20240101,9,ZAR,31432.471,1.482538,46599848.18,1.0,46599848.18,97.819,1
20240201,9,ZAR,30317.8,1.506887,45685509.98,1.0,45685509.98,100.0,1
20240301,9,ZAR,32882.471,1.44685,47575989.99,1.0,47575989.99,98.541,1
20240401,9,ZAR,35262.06,1.460655,51505718.75,1.0,51505718.75,99.161,1
20240501,9,ZAR,38091.732,1.492625,56856657.44,1.0,56856657.44,98.662,1
20240601,9,ZAR,37243.147,1.462494,54467878.2,1.0,54467878.2,97.932,1
20240701,9,ZAR,38183.965,1.457485,55652560.38,1.0,55652560.38,96.434,1
20240801,9,ZAR,37099.66,1.516383,56257283.44,1.0,56257283.44,99.302,1
20240901,9,ZAR,33960.565,1.518192,51558672.26,1.0,51558672.26,98.081,1
20241001,9,ZAR,33101.994,1.494505,49471102.19,1.0,49471102.19,97.483,1
20241101,9,ZAR,31807.91,1.463139,46539405.21,1.0,46539405.21,100.0,1
20241201,9,ZAR,32018.446,1.468954,47033638.05,1.0,47033638.05,99.637,1
20250101,9,ZAR,31307.649,1.487434,46568076.74,1.0,46568076.74,96.826,1
20250201,9,ZAR,29789.42,1.476017,43969694.16,1.0,43969694.16,98.953,1
20250301,9,ZAR,33443.835,1.501008,50199466.6,1.0,50199466.6,96.356,1
20250401,9,ZAR,35144.601,1.451425,51009766.58,1.0,51009766.58,98.873,1
20250501,9,ZAR,37528.789,1.452151,54497465.7,1.0,54497465.7,99.963,1
20250601,9,ZAR,37635.958,1.478158,55631878.4,1.0,55631878.4,99.084,1
20250701,9,ZAR,37516.279,1.518357,56963087.59,1.0,56963087.59,97.042,1
20250801,9,ZAR,38873.946,1.493688,58065534.89,1.0,58065534.89,98.662,1
20250901,9,ZAR,34380.396,1.484888,51051052.18,1.0,51051052.18,98.232,1
20251001,9,ZAR,34881.144,1.484714,51788533.8,1.0,51788533.8,94.989,1
20251101,9,ZAR,31909.04,1.516827,48400504.91,1.0,48400504.91,96.897,1
20251201,9,ZAR,31638.535,1.532526,48486875.98,1.0,48486875.98,97.361,1
20240101,10,ZAR,5965.921,1.450614,8654245.83,1.0,8654245.83,98.986,1
20240201,10,ZAR,6073.494,1.488034,9037565.82,1.0,9037565.82,99.041,1
20240301,10,ZAR,6694.131,1.490711,9979012.78,1.0,9979012.78,98.331,1
20240401,10,ZAR,6749.195,1.469119,9915368.13,1.0,9915368.13,99.199,1
20240501,10,ZAR,7292.29,1.459527,10643295.93,1.0,10643295.93,98.643,1
20240601,10,ZAR,7232.819,1.429839,10341764.25,1.0,10341764.25,98.805,1
20240701,10,ZAR,7468.787,1.482914,11075570.45,1.0,11075570.45,98.451,1
20240801,10,ZAR,7445.347,1.530503,11395127.47,1.0,11395127.47,100.0,1
20240901,10,ZAR,6697.262,1.507067,10093224.68,1.0,10093224.68,99.571,1
20241001,10,ZAR,6678.576,1.483128,9905183.5,1.0,9905183.5,98.869,1
20241101,10,ZAR,6213.295,1.492807,9275252.91,1.0,9275252.91,99.223,1
20241201,10,ZAR,6035.067,1.482113,8944653.36,1.0,8944653.36,99.15,1
20250101,10,ZAR,6241.706,1.481912,9249658.16,1.0,9249658.16,99.006,1
20250201,10,ZAR,5882.867,1.507162,8866431.61,1.0,8866431.61,97.713,1
20250301,10,ZAR,6622.749,1.483917,9827610.12,1.0,9827610.12,98.591,1
20250401,10,ZAR,6759.165,1.44986,9799845.63,1.0,9799845.63,100.0,1
20250501,10,ZAR,7405.854,1.455564,10779691.32,1.0,10779691.32,100.0,1
20250601,10,ZAR,7465.352,1.440265,10752087.65,1.0,10752087.65,96.704,1
20250701,10,ZAR,7698.542,1.470051,11317252.15,1.0,11317252.15,98.977,1
20250801,10,ZAR,7271.66,1.49161,10846481.68,1.0,10846481.68,100.0,1
20250901,10,ZAR,6749.606,1.457209,9835584.23,1.0,9835584.23,99.611,1
20251001,10,ZAR,6576.537,1.430911,9410441.24,1.0,9410441.24,97.34,1
20251101,10,ZAR,5912.899,1.472208,8705017.49,1.0,8705017.49,97.18,1
20251201,10,ZAR,6125.181,1.496195,9164462.21,1.0,9164462.21,97.719,1
20240101,11,ZAR,2257.379,1.604046,3620940.87,1.0,3620940.87,99.542,1
20240201,11,ZAR,1986.713,1.551266,3081920.36,1.0,3081920.36,98.077,1
20240301,11,ZAR,2047.449,1.56969,3213860.69,1.0,3213860.69,100.0,1
20240401,11,ZAR,1758.431,1.54286,2713012.41,1.0,2713012.41,95.652,1
20240501,11,ZAR,1688.082,1.559181,2632024.85,1.0,2632024.85,97.397,1
20240601,11,ZAR,1478.972,1.524331,2254443.28,1.0,2254443.28,98.456,1
20240701,11,ZAR,1469.745,1.535598,2256937.63,1.0,2256937.63,98.905,1
20240801,11,ZAR,1518.747,1.534672,2330778.35,1.0,2330778.35,100.0,1
20240901,11,ZAR,1606.521,1.605812,2579771.21,1.0,2579771.21,97.62,1
20241001,11,ZAR,1845.559,1.548245,2857377.68,1.0,2857377.68,98.272,1
20241101,11,ZAR,1887.678,1.59565,3012073.43,1.0,3012073.43,97.963,1
20241201,11,ZAR,2195.992,1.535966,3372970.09,1.0,3372970.09,96.759,1
20250101,11,ZAR,2214.436,1.57191,3480894.45,1.0,3480894.45,97.63,1
20250201,11,ZAR,1958.644,1.581405,3097409.98,1.0,3097409.98,95.948,1
20250301,11,ZAR,1963.808,1.587361,3117271.58,1.0,3117271.58,98.115,1
20250401,11,ZAR,1828.293,1.517326,2774115.8,1.0,2774115.8,98.935,1
20250501,11,ZAR,1697.604,1.58818,2696100.53,1.0,2696100.53,97.532,1
20250601,11,ZAR,1509.702,1.592829,2404697.2,1.0,2404697.2,96.861,1
20250701,11,ZAR,1458.465,1.500322,2188167.75,1.0,2188167.75,98.296,1
20250801,11,ZAR,1532.559,1.544607,2367201.19,1.0,2367201.19,97.005,1
20250901,11,ZAR,1564.118,1.590447,2487646.16,1.0,2487646.16,98.758,1
20251001,11,ZAR,1860.019,1.624085,3020828.58,1.0,3020828.58,99.0,1
20251101,11,ZAR,1925.862,1.589884,3061897.75,1.0,3061897.75,97.452,1
20251201,11,ZAR,2198.431,1.505191,3309058.99,1.0,3309058.99,100.0,1
20240101,12,XAF,96622.78,70.383812,6800679543.56,0.030005,204054389.7,100.0,1
20240201,12,XAF,90887.965,68.049791,6184907026.91,0.030647,189548845.65,99.708,1
20240301,12,XAF,97028.296,70.09963,6801647654.32,0.030928,210361358.65,99.775,1
20240401,12,XAF,94291.579,70.506034,6648125262.84,0.030416,202209377.99,98.225,1
20240501,12,XAF,97983.043,70.088482,6867482752.0,0.030488,209375814.14,98.076,1
20240601,12,XAF,95608.607,70.863888,6775197571.95,0.030432,206182812.51,97.545,1
20240701,12,XAF,94495.526,68.71774,6493518967.85,0.029916,194260113.44,98.307,1
20240801,12,XAF,94845.467,70.554369,6691762088.21,0.029364,196496901.96,98.564,1
20240901,12,XAF,92316.535,69.240867,6392076916.06,0.028739,183701898.49,99.768,1
20241001,12,XAF,96890.208,70.517365,6832442174.3,0.028731,196302896.11,97.949,1
20241101,12,XAF,94879.599,68.243932,6474956929.34,0.028919,187249279.44,98.289,1
20241201,12,XAF,97136.955,68.827793,6685722201.98,0.029744,198860121.18,97.573,1
20250101,12,XAF,97556.239,70.741841,6901307966.96,0.029823,205817707.5,99.853,1
20250201,12,XAF,87355.096,69.614229,6081157687.01,0.030933,188108450.73,98.493,1
20250301,12,XAF,96551.266,68.665669,6629757262.07,0.031129,206377713.81,97.224,1
20250401,12,XAF,93778.702,70.806201,6640113604.98,0.031337,208081240.04,96.975,1
20250501,12,XAF,98097.497,68.833525,6752396487.17,0.030887,208561270.3,97.718,1
20250601,12,XAF,92792.462,70.288075,6522203537.66,0.030955,201894810.51,98.263,1
20250701,12,XAF,97847.193,68.902977,6741962844.32,0.029582,199440744.86,100.0,1
20250801,12,XAF,96327.416,71.969391,6932625429.21,0.029574,205025464.44,98.968,1
20250901,12,XAF,94752.76,69.897252,6622957506.63,0.028946,191708127.99,97.896,1
20251001,12,XAF,96969.599,69.671317,6755999633.39,0.02881,194640349.44,97.054,1
20251101,12,XAF,93001.914,71.07521,6610130541.72,0.029467,194780716.67,98.342,1
20251201,12,XAF,99032.262,68.738551,6807334211.2,0.029276,199291516.37,98.102,1
20240101,13,USD,6906.923,0.086201,595381.73,18.608883,11079388.95,98.192,1
20240201,13,USD,7037.658,0.083661,588780.92,18.805865,11072534.43,95.993,1
20240301,13,USD,8150.647,0.084868,691725.15,19.106789,13216646.53,98.951,1
20240401,13,USD,8539.618,0.084166,718748.26,19.154659,13767377.9,97.547,1
20240501,13,USD,9891.092,0.083087,821820.69,19.321736,15879002.37,98.049,1
20240601,13,USD,10143.508,0.083106,842984.45,18.739202,15796855.88,97.155,1
20240701,13,USD,10542.087,0.084186,887492.2,18.437371,16363023.01,100.0,1
20240801,13,USD,10463.508,0.08897,930935.38,18.384912,17115165.09,99.913,1
20240901,13,USD,8999.391,0.086095,774805.38,17.816405,13804246.5,96.175,1
20241001,13,USD,8442.008,0.08955,755978.22,17.976607,13589923.38,98.97,1
20241101,13,USD,7350.05,0.083131,611016.78,18.009664,11004206.82,100.0,1
20241201,13,USD,7236.208,0.084833,613866.32,18.154595,11144494.37,99.501,1
20250101,13,USD,6992.869,0.084465,590655.07,18.546035,10954309.66,99.181,1
20250201,13,USD,6611.922,0.086167,569727.41,18.738172,10675650.12,99.532,1
20250301,13,USD,7944.994,0.087182,692659.03,18.949235,13125358.75,98.686,1
20250401,13,USD,8502.907,0.085357,725780.24,18.710328,13579586.26,98.443,1
20250501,13,USD,9885.162,0.083225,822693.48,18.9123,15559025.88,97.414,1
20250601,13,USD,9752.647,0.084476,823865.74,18.819065,15504382.84,100.0,1
20250701,13,USD,10351.62,0.0858,888171.85,18.395892,16338713.42,98.388,1
20250801,13,USD,10336.481,0.084552,873967.36,18.228535,15931144.6,97.1,1
20250901,13,USD,9199.533,0.083472,767903.43,18.339733,14083143.91,98.686,1
20251001,13,USD,8351.308,0.085014,709978.74,17.883021,12696564.78,99.434,1
20251101,13,USD,7708.574,0.084632,652391.92,18.173604,11856312.44,99.181,1
20251201,13,USD,7012.638,0.082397,577819.14,18.205298,10519369.66,97.361,1
20240101,14,USD,8072.213,0.085448,689755.28,18.608883,12835575.32,98.52,1
20240201,14,USD,7483.024,0.086254,645441.34,18.805865,12138082.71,99.911,1
20240301,14,USD,7517.593,0.087076,654603.71,19.106789,12507374.97,100.0,1
20240401,14,USD,6601.992,0.088095,581605.53,19.154659,11140455.61,98.073,1
20240501,14,USD,6257.193,0.088909,556322.77,19.321736,10749121.64,100.0,1
20240601,14,USD,5709.759,0.082786,472687.58,18.739202,8857788.11,97.794,1
20240701,14,USD,5605.13,0.085612,479868.16,18.437371,8847507.39,98.778,1
20240801,14,USD,5516.832,0.082133,453113.38,18.384912,8330449.61,97.36,1
20240901,14,USD,6089.905,0.085369,519886.06,17.816405,9262500.6,98.239,1
20241001,14,USD,6910.344,0.086056,594673.99,17.976607,10690220.68,100.0,1
20241101,14,USD,7405.642,0.082884,613811.08,18.009664,11054531.31,100.0,1
